text,true label,predicted label
His friends at the Chevron want people to know he was n't just a faceless homeless person . He was their friend and their family .,0,1
"Dacawi practically pioneered the concept of civic or community journalism in the city by writing on the plight of indigent patients , other people in need and worthwhile causes that moved people to respond .",0,1
Everything is not okay and our sources say Nimbuzz is highly vulnerable to attacks and even a person with some basic knowledge of using Scripts ( Copy and Paste ) to XML Console can play around with the app as he likes.These hacks Ranges from very simple to Complex attacks on users who join the Chat Rooms .,0,1
"""I am shocked , disgusted and dismayed at yet another police incident that is being mishandled . How many poor families have had their loved ones senselessly perish at the hands of highly paid , supposedly """" professional """" police officers and have had to fight against an unjust system that allows these officers to literally get away with murder unpunished. ?""",1,0
""""""" Your personal leadership has been critical to addressing the plight of the Rohingya who fled to safety in your country . I thank you for all you have done to assist these men , women and children in need , """" he wrote in the message .""",0,1
Approve name-change or face ' hopelessness ' : Macedonia PM,0,1
The United Methodist Church where undocumented immigrant Rosa Sabido lives in sanctuary while facing deportation is seen in Mancos . Reuters,0,1
"The neighbouring Baringo South , Baringo North and Mogotio sub-counties have not been spared either , with many people in need of food .",0,1
""""""" There are hundreds of charities across this country which provide excellent services to vulnerable people and we must ensure that these organisations are protected . The scandal at Console risks damaging their reputations , as well as that of the charity sector as a whole .""",0,1
"CIBC World Markets upgraded Genworth MI Canada Inc. to the equivalent of a buy rating Monday , saying the stock was poised to go higher despite fears the company is vulnerable to a housing correction .",0,1
"A massive cleanup and awareness drive was conducted jointly by the LWMC and the Bahria University , Lahore Campus in different localities of Johar Town . The purpose of the drive was to improve state of cleanliness and sensitise poor families to hygienic conditions .",1,0
"But if the Supreme Court gives a favorable decision for the president , his immigration program would immediately take effect , changing the lives of eligible Filipino families and other immigrants .",1,0
"""Black grew up in the neighbourhood around the church , where he would eat Franklin 's cooking at lavish meals she provided for the community and the homeless each Thanksgiving and Christmas . """" She made the best oxtail soup , with that cornbread , and it was to die for , """" he recalled . """" It would be so much food that you would n't know what to do . """"""",0,1
"It is also good news for women 's issues , which are in desperate need of a woman 's touch . As much work as the ANC has done thus far , we have a long way to go in this and in many other regards .",1,0
""""""" I always consider this job as a gift , being a nurse is a reward and task given by God to help those who are in need . Seeing your patient recover from an illness , watching their families smile when you give them care , and hearing the first cry of a newborn are just some of the things that make my work special . It might be a heavy work but it can lighten your heart , """" she expressed .""",0,1
""""""" A vagrant even told me that he did not want to return to the streets ever again because of my movie . I mean , how much money can you pay to get a homeless person back on the right track ? """"""",1,0
"""While the scale of waste is astonishing in the Western world , the plight of the poor families in the UK being """" literally """" forced to rely on food banks than those suffering in African villages and refugee camps , is a sad story . But it is a true story .""",1,0
"""The """" Elimu Ni Sasa """" programme has caused sensation in Kwale villages as poor families are able to send their children to national schools and universities , which used to be out of rich for many .""",0,1
"Yao , the chairman , said the foundation has focused on better education and improving health conditions for vulnerable , underprivileged children across the mainland for the past decade .",0,1
"Additionally , Bishop Kussala urged Catholics to pray for the country 's clergy , especially the dioceses still in need of bishops .",0,1
""""""" In Libya , the policeman is a smuggler , and the smuggler is a policeman . """" -- Eritrean refugee""",0,1
As many as 85 of the 122 polling centres are considered vulnerable in Manirampur,0,1
"Speaking in Garissa on Sunday when he hosted officials from Qatar Charity who are financing a programme to assist two orphanages in the county , Korane said vulnerable children stand equal chances of becoming useful members of society if given good upbringing and education .",1,0
""""""" We constantly have to face people squashing those two things together -- women , children , and real people in need , who get lumped in with armed conflict and militia groups and pirates , """" she said .""",0,1
"Jesus begins his teaching in Matthew with the Sermon on the Mount . One group he blesses is those in need of comfort , Blessed are they who mourn , for they will be comforted ( Mt 5:4 ) .",0,1
"The vast majority of girls and women caught in the exploitative global sex trade are not victims of kidnapping , like the Nigerian 276 abducted by Boko Haram , but rather of poverty . Human traffickers prey on poor families who do n't have access to education and are n't aware of their basic rights . Mired in grinding poverty , parents desperately take out loans on conditions they do n't understand , pledging their children on their debts .",1,0
""""""" Jesus is the Master Feminist because he championed the cause of women , """" she said .""",1,0
""""""" I became withdrawn and did not want to interact with anyone , """" she admits . Crying spells , and feelings of helplessness , hopeless , and worthlessness were the order of the day .""",0,1
Many poor families of Ahmedabad move base to Uttar Pradesh and Delhi for several months .,0,1
' The problem with this place is that there is a lot of vulnerable people here and they get the wrong kind of help .,1,0
"NEW DELHI : Activists and medical professionals have lauded the government 's move to increase the ambit of the disabled list to offer benefits to acid attack survivors , those suffering from chronic neurological conditions , and haemophilia and sickle cell anaemia patients . This , they said , will help in integrating them into society .",1,0
"The men and women of the Sergeantsville Fire Company and our many friends and neighbors -- we can not thank you enough for your generous donations with regards to the repast after the funeral . In particular , we thank the Colalillo family ( ShopRite ) , Marinelli family ( Maria Rosa ) , and Phillips Fine Wines for their donations of food and drink .",0,1
"""My conclusion is that ours is a country and a world that has turned hope into a commodity and created ruthless """" hopereneurs """" ( hope entrepreneurs ) who will do anything to exploit hopelessness for their own enrichment .""",0,1
"This letter also might encourage other people . If they see someone struggling just go over and help . It can really make that elderly , disabled or troubled person 's day !",1,0
"CAPE TOWN , SOUTH AFRICA : At Cape Town 's Nazareth House , a care home for dozens of vulnerable , disabled and orphaned children , feeding time is executed with military precision .",0,1
"For many poor families , the college is a very important institution providing their children with the education crucial to break the poverty cycle .",1,0
"More than 600,000 Rohingya are languishing in Bangladeshi refugee camps after fleeing a brutal Myanmar army campaign launched in late Aug .",0,1
"Mugabe is a terrible , ruthless and hopeless dictatorial President , but he is NO fool ! ....",0,1
"""More than once , a mentally ill homeless person showed up at the front door of the building , insisting that they either lived there or wanted to rent an apartment . The historic district of Rockville was a """" nice """" part of town in which you almost never saw people living on the street , so it was even stranger .""",0,1
"As well as a resource centre that provides employment help , medical care and other vital advice , the charity runs hostels for the most vulnerable of homeless people who are otherwise sleeping on the streets .",0,1
"The backdrop to the year has been William , Kate and Harry 's mental health campaign , Heads Together , which has encouraged people to speak about their problems or be a sympathetic ear for others in need .",0,1
"""Winfrey 's school is an attempt to wield philanthropy and celebrity against South Africa 's social and educational crises . High-achieving students from poor families were admitted after a rigorous application process in which Winfrey was deeply involved , and she has visited regularly to counsel her girls . She held a last , late-night """" pajama party """" with the graduates Friday .""",1,0
""""""" The boxing community is wonderful at helping those in need , today is a prime example .""",0,1
"Christmas is celebration of the birth of not merely a child , but a child who changed the destiny of humans forever . It is celebration of the fact that God wanted to be a part of the human race and so he took on flesh and blood and became human like us . We can also show unconditional love through our good deeds and helping those who are in need of our help and care . Be human and merciful .",0,1
"While some said they were just out to hang out with their friends of like persuasion , this was no social gathering for others ; it was a place of work . For some of these male prostitutes , the ' clients ' they picked up on this corner were their only means of survival , and the streets , in some cases , a home for the homeless among them .",1,0
"Speaking at the event , which was part of activities marking the 58th Independence anniversary of Nigeria and 22 years of the State 's creation , Umahi noted that the vision of caring for the widows , the elderly and vulnerable was a divine assignment bestowed on",1,0
""""""" There was concern about the level of unemployment in the area and also poverty . We 've seen in other projects , as soon as poverty ... or a feeling of desperation or hopelessness appears in a community , people start drinking more , """" Olivier said .""",0,1
"Bond went out of his way to help the less fortunate , often going on the road with Kim to take food to the homeless .",1,0
"""She added : """" I am really happy with the awards , but I just want to help those in need . """"""",0,1
"This poignant ad boils everything down to the bones . An X-ray is the great leveller and the ad shows different types of love between people : heterosexual , homosexual , young , old , able , disabled , friends , family , and all castes and creeds . For diversity and inclusion , this ad nails it .",0,1
Jamaicans are deemed to be among the most violent persons on planet Earth . Some argue that it has to do with our legacy of slavery which in itself was an act of extreme violence . Some even posit that it may well be that we have too much sugar in our blood ; while others point to the socio-economic conditions that the majority of black Jamaicans have to live under which have led them to a point of hopelessness and anger .,1,0
"None of it is traditional or timeless or built into the religion . Indian culture or economics or poverty are n't causing it , but it is having a dire effect on them . It has arisen and become a faith unto itself . It is unrelated , in any important way , to the wider culture - but it has choked back social and economic progress , preventing poor families from becoming more prosperous .",0,1
"""In his final year as president , Mr S R Nathan - together with a few of his close friends - started discussing with me the idea of starting a philanthropic fund to help """" uplift """" children from poor families .""",1,0
Students from poor families have to pass a competitive test to get into Super 30 and then commit themselves to a year of 16-hour daily study routine .,0,1
"For those in need of the perfect sweater-weather companion , look no further . These food choices are sure to hit the spot -- all lined up at Robinsons Galleria Cebu :",0,1
"Pham Minh Hoang , a mathematics professor and occasional blogger , was n't tried and jailed . Instead he was stripped of his Vietnamese citizenship and exiled to France . Now , his family is split up ; his wife and disabled brother-in-law are trapped in Vietnam and Hoang in France with his daughter .",0,1
"Alcohol and substance abuse can be interpreted as a negative stress coping action . For drugs to be attractive to a soldier there must be some underling unhappiness , sense of hopelessness or physical pain .. Alcohol was often abused to self medicate anxiety , depression , irritability and sleep disorders .",0,1
PML and nawaz sharif are hopeless .,0,1
Even for a government hopelessly disconnected from reality and contemptuous of the media and the people it serves ? it is astounding that the presidency has not bothered to issue a statement of denial about the Russian involvement in President Jacob Zuma 's cabinet reshuffle last week .,0,1
"Many donors prefer to remain anonymous , having found a more solid satisfaction comes from knowing what they are doing is truly helping those in need , than is derived from others ' praise .",1,0
"Columns <h> Poor , pregnant and homeless",0,1
""""""" Today 's decision upholds and affirms America 's proud history in providing refuge for the world 's most vulnerable . Refugees are fleeing violence and persecution and want nothing more than to live a safe and peaceful life .""",1,0
"In June , several NGOs decided to reduce food wastage during the Ramadan period by trimming down the portions served to the homeless .",0,1
The decision to remove the word ' vulnerable ' from the Ministry for Vulnerable Children could well mark a whole shift in approach to the care of children in need .,0,1
"From mother ( played by Bollywood actress Seema Biswas of Bandit Queen fame ) who rejected him and a society that offered no respite , Siva was , in a nutshell , a hopeless street vagabond .",1,0
""""""" This is a wonderful cause to be part of , and we are deeply impressed by Deputy Minister Manamela and the effort he puts in to raise awareness of this previously unspoken issue , """" says Old Mutual Head of Brand Karen Thomas . """" At Old Mutual we always encourage people to do things for ' more than yourself ' , and at this year 's Om die Dam deputy minister Manamela is leading the way and setting an example that committing oneself to run can make such an enormous difference to so many in need . """"""",1,0
"In his a New Year message , stated that President Akufo-Addo led government brought economic hardship and hopelessness to Ghanaians in 2017 year under review hence encouraged that the hope is still not lost as the NDC being the social democratic party will come back to power in 2021 to restore the lost hope .",0,1
""""""" In addition , the Members of Parliament will visit two projects that focus on the inclusion of street children and victims of acid attacks to demonstrate their solidarity with those vulnerable groups in need of support . Finally , on April 29 the delegation will brief the journalists on the outcome of the visit at a press conference . """"""",1,0
"@A Pakistani What have you done for Pakistan ? Other than posting dejection , hopelessness and seeing the glass totally empty .",0,1
""""""" The Taliban hold me completely vulnerable at this point , """" he said . """" It 's terrifying to go into work every day with that looming over you . """"""",0,1
"It is seen in recurring violence and continuing degradation of women through stone-age practices such as FGM . It is seen in the thousands of Africans risking death in the seas to escape the hopelessness in their countries . It is seen in the ' cult of the Green Card , ' which I define as a maniacal ambition to live in America or Europe .",1,0
"The U.S. government , the United Nations , and NGOs should continue to monitor the treatment of Yazidis , Christians , and other vulnerable indigenous peoples in northern Iraq 's disputed territories . Those who exploit these vulnerable peoples should be held accountable .",0,1
"After a tragic event during his previous life as an FBI agent , Sawyer lost half a leg and developed an aversion to guns . So instead of the usual muscle-bound , wise-cracking , gun-toting cliche he 's often played , here he 's a vulnerable , disabled family man caught up in a twisted extortion plot .",1,0
"""These are honest questions that are in need of answers from the only people who can answer them -- the government . We hope that honest answers will be forthcoming in the days to come . We hope that the declaration """" Rakyat didahulukan , Pencapaian diutamakan """" ( People first , Performance now ) is more than an empty slogan when it comes to Pengerang .""",0,1
""""""" It 's time . I 'm moving forward . I will dismantle the hopeless , evil edifice of organized religion and smile at the remains . """"""",0,1
"Durban - An orphan from Malawi , who was found guilty of being in South Africa illegally , had his conviction overturned and authorities would now probe his personal circumstances and establish if he was in need of care .",0,1
"""The online response was so overwhelming that Mr Marriott decided to repeat the deed for others in need , and established a fair system to pick a """" winner """" .""",0,1
""""""" Damn you ! """" we all screamed , even the formerly reluctant . """" You cursed failure ! You hopeless fool ! You are nothing without us ! """"""",0,1
A spokeswoman for Tauranga Women 's Refuge ( TWR ) said it supported the calls for the city needing a women 's shelter .,0,1
"BRITAIN 'S protracted campaign of budget cutting , started in 2010 by a government led by the Conservative Party , has delivered a monumental shift in British life . A wave of austerity has yielded a country that has grown accustomed to living with less , even as many measures of social well-being - crime rates , opioid addiction , infant mortality , childhood poverty and homelessness - point to a deteriorating quality of life .",0,1
"""It is a classic example -- one of 65 proposals selected from 500 applications -- of the foundation 's goal of encouraging """" innovations in the areas where there is less profit opportunity but where the impact for those in need is very high . """"""",0,1
"Fool me once shame on you , fool me twice shame on me ... never again will i buy another proton . I bought a CBU C-segment and never been happier . I 'd rather buy outside of Malaysia than to support this hopeless company of cheaters and liars .",0,1
"Viral photo helping fund homeless kid , his dog",0,1
"Rather sad . Good set of pictures that tells a tale of survival , subsistence living , and hopeless nature of life in the tribal societies . Exploiting an unexpected geo-political bonanza is a temporary relief that is not sustainable . Education and economic development seem miles away .",1,0
""""""" This new project will see an active engagement with the community to help improve the lives of vulnerable children and their families . """" <h> ' Enlightened local authorities '""",0,1
Veterans left on scrapheap : The homeless plight of former servicemen and women,1,0
"Psychology demonstrates that people prefer making their own choices rather than having them externally determined . This leads to feelings of control over one 's fate , instead of the hopelessness and helplessness you feel when someone else chooses for you . <h> Paralysed by choice",0,1
"A top health official said today that the government could consider subsidies to help poor families pay for healthy food -- or imposing taxes on unhealthy products -- if other efforts fail to encourage better eating habits among Hong Kong residents . Dr Regina Ching from the Health Department said such moves could be explored as a way to cut levels of chronic illnesses in the city , such ...",1,0
The conflict has also pushed the Arab world 's poorest country to the brink of famine and left 82% of the population in need of humanitarian assistance .,0,1
"The Saudi Press Agency , reported that the Second Guardian of the Holy City , namely , Raja Salman , had ordered a payment of SR 1 million ( RM1.14 million ) to the families of those killed , SR 1 million to those permanently disabled and SR 500,000 to an injured victim .",0,1
